1,19,500,9,9,8,3,1,7,3,3,264,22.0879
7,25,500,9,9,8,3,1,7,3,3,498,22.6024
7,21,500,5,9,8,3,1,7,3,3,498,25.9986
7,21,500,5,9,8,6,1,7,3,3,498,24.1707
7,21,500,5,9,8,6,1,7,10,3,496,25.7781
7,23,500,7,9,8,6,1,7,10,3,499,23.4013
7,23,500,7,9,8,6,1,7,1,3,499,24.3324
7,23,500,7,9,8,6,1,7,1,3,499,23.0974
7,23,500,7,9,10,6,1,7,1,3,498,23.8374
7,23,500,7,9,10,4,1,7,1,3,498,22.7103
7,23,500,7,9,10,4,1,7,1,3,500,23.8766
7,21,500,7,7,10,4,1,7,1,3,462,23.5924
7,21,500,7,7,10,9,1,7,1,3,500,23.5933
7,21,500,7,7,10,9,1,7,9,3,483,23.3572
7,16,500,7,2,10,9,1,7,9,3,500,22.8132
7,16,500,7,2,10,9,1,3,9,3,500,29.7231
7,16,500,7,2,10,9,1,3,8,3,500,28.1108
7,16,500,7,2,7,9,1,3,8,3,490,30.8454
7,21,500,7,7,7,9,1,3,8,3,498,28.3901
7,21,500,7,7,7,9,1,3,8,3,500,29.5124
7,21,500,7,7,7,9,1,3,9,3,499,28.3558
7,21,500,7,7,7,3,1,3,9,3,496,30.3994
7,21,500,7,7,7,4,1,3,9,3,499,29.7133
7,21,500,7,7,8,4,1,3,9,3,500,29.1791
1,15,500,7,7,8,4,1,3,9,3,495,22.4505
1,12,500,4,7,8,4,1,3,9,3,500,26.0574
1,12,500,4,7,8,4,1,6,9,3,400,22.0193
1,12,500,4,7,5,4,1,6,9,3,294,22.4652
1,12,500,4,7,5,4,1,6,5,3,297,22.6368
1,12,500,4,7,6,4,1,6,5,3,498,22.1173
1,12,500,4,7,6,4,1,6,5,3,434,22.0242
1,16,500,8,7,6,4,1,6,5,3,355,22.0193
1,11,500,3,7,6,4,1,6,5,3,488,22.0193
1,11,500,3,7,6,3,1,6,5,3,500,22.0242
1,11,500,3,7,6,3,1,2,5,3,498,26.5386
1,11,500,3,7,6,3,1,2,1,3,499,25.9006
1,11,500,3,7,6,3,1,6,1,3,498,22.1859
1,10,500,3,6,6,3,1,6,1,3,299,23.1366
1,10,500,3,6,6,3,1,6,3,3,411,24.0579
5,14,500,3,6,6,3,1,6,3,3,499,26.5426
5,14,500,3,6,6,3,9,6,3,3,493,61.3422
8,17,500,3,6,6,3,9,6,3,3,498,64.3867
1,10,500,3,6,6,3,9,6,3,3,207,70.5612
1,10,500,3,6,6,3,9,6,3,8,472,62.0589
4,13,500,3,6,6,3,9,6,3,8,438,65.2186
4,13,500,3,6,6,3,3,6,3,8,485,46.3716
9,18,500,3,6,6,3,3,6,3,8,494,48.096
9,18,500,3,6,6,3,3,6,3,3,495,49.1104
4,13,500,3,6,6,3,3,6,3,3,484,44.6015
4,13,500,3,6,6,3,3,6,3,3,481,46.1942
4,9,500,3,2,6,3,3,6,3,3,481,45.3464
4,9,500,3,2,6,2,3,6,3,3,500,45.3219
4,9,500,3,2,6,2,7,6,3,3,239,66.2919
2,7,500,3,2,6,2,7,6,3,3,482,58.4116
2,7,500,3,2,6,2,2,6,3,3,497,31.8451
2,7,500,3,2,7,2,2,6,3,3,471,31.8705
10,15,500,3,2,7,2,2,6,3,3,500,45.1406
10,15,500,3,2,7,2,2,6,3,10,496,44.7828
10,15,500,3,2,7,8,2,6,3,10,498,42.014
10,15,500,3,2,7,8,2,8,3,10,499,39.0108
10,15,500,3,2,7,8,2,9,3,10,497,37.7023
10,15,500,3,2,7,8,2,9,3,3,497,37.3543
10,15,500,3,2,7,1,2,9,3,3,498,40.4221
5,10,500,3,2,7,1,2,9,3,3,497,36.2566
5,10,500,3,2,7,1,3,9,3,3,493,44.2055
5,10,500,3,2,7,1,3,8,3,3,497,42.4902
5,10,500,3,2,7,1,3,8,3,3,500,44.234
5,10,500,3,2,5,1,3,8,3,3,496,44.3124
5,10,500,3,2,9,1,3,8,3,3,498,49.0032
5,10,500,3,2,9,1,3,8,2,3,477,45.2444
5,10,500,3,2,9,1,3,2,2,3,492,64.165
5,10,500,3,2,9,1,3,2,2,5,466,60.8962
5,10,500,3,2,9,1,3,2,2,4,467,63.0381
5,10,500,3,2,9,1,3,2,8,4,500,62.4592
5,10,500,3,2,9,1,3,2,8,4,497,63.7634
5,17,500,10,2,9,1,3,2,8,4,500,50.5607
5,17,500,10,2,9,1,3,2,8,4,495,47.2479
5,18,500,10,3,9,1,3,2,8,4,500,53.1688
5,18,500,10,3,9,1,3,1,8,4,495,61.3287
5,18,500,10,3,9,5,3,1,8,4,494,57.8679
5,18,500,10,3,9,5,3,1,8,2,498,59.6382
6,19,500,10,3,9,5,3,1,8,2,500,56.4023
6,19,500,10,3,5,5,3,1,8,2,499,43.8716
6,19,500,10,3,5,5,3,5,8,2,499,40.2105
6,19,500,10,3,5,5,3,5,8,9,493,39.9606
6,19,500,10,3,5,5,3,5,8,9,493,39.7744
6,26,500,10,10,5,5,3,5,8,9,497,40.0733
6,26,500,10,10,3,5,3,5,8,9,499,32.5805
6,26,500,10,10,3,5,3,5,9,9,500,33.6779
6,24,500,10,8,3,5,3,5,9,9,500,34.1689
6,26,500,10,10,3,5,3,5,9,9,495,34.6835
6,26,500,10,10,3,5,3,2,9,9,500,35.0109
6,24,500,10,8,3,5,3,2,9,9,498,32.1302
6,24,500,10,8,3,5,3,2,9,8,497,31.1688
6,24,500,10,8,3,5,3,2,2,8,493,35.6578
6,24,500,10,8,3,5,3,2,9,8,494,34.1297
