5,14,500,5,4,9,10,10,5,9,7,355,76.9016
5,14,500,5,4,9,10,10,5,9,3,500,74.4901
1,10,500,5,4,9,10,10,5,9,3,286,85.0917
9,18,500,5,4,9,10,10,5,9,3,436,69.1354
9,18,500,5,4,9,10,10,10,9,3,490,68.751
9,18,500,5,4,9,10,10,7,9,3,481,74.087
5,14,500,5,4,9,10,10,7,9,3,480,72.7977
5,14,500,5,4,9,3,10,7,9,3,499,79.0004
5,14,500,5,4,9,3,5,7,9,3,492,66.272
5,11,500,5,1,9,3,5,7,9,3,500,64.8878
5,15,500,9,1,9,3,5,7,9,3,494,56.575
5,15,500,9,1,9,3,5,5,9,3,497,62.6491
5,15,500,9,1,9,3,5,5,3,3,497,61.5596
5,15,500,9,1,9,9,5,5,3,3,498,62.2686
5,17,500,9,3,9,9,5,5,3,3,500,63.5367
5,18,500,9,4,9,9,5,5,3,3,486,58.9533
5,10,500,1,4,9,9,5,5,3,3,113,69.5717
5,10,500,1,4,9,9,5,5,3,8,139,76.767
5,8,500,1,2,9,9,5,5,3,8,197,77.2974
5,16,500,9,2,9,9,5,5,3,8,492,60.5712
5,17,500,9,3,9,9,5,5,3,8,499,58.3719
3,15,500,9,3,9,9,5,5,3,8,441,58.3615
3,15,500,9,3,9,9,7,5,3,8,489,69.1415
3,15,500,9,3,9,9,7,5,3,8,309,77.7951
3,15,500,9,3,9,9,1,5,3,8,470,24.7525
8,20,500,9,3,9,9,1,5,3,8,500,27.1819
8,20,500,9,3,9,9,1,1,3,8,498,47.3292
8,20,500,9,3,9,9,1,1,4,8,500,47.5469
1,13,500,9,3,9,9,1,1,4,8,496,30.2962
1,13,500,9,3,2,9,1,1,4,8,494,27.5439
1,13,500,9,3,2,9,3,1,4,8,496,31.7477
6,18,500,9,3,2,9,3,1,4,8,492,26.35
6,13,500,4,3,2,9,3,1,4,8,499,27.2145
6,13,500,4,3,5,9,3,1,4,8,497,51.8632
6,13,500,4,3,4,9,3,1,4,8,496,44.3879
6,17,500,4,7,4,9,3,1,4,8,493,44.2372
6,17,500,4,7,4,9,3,1,9,8,499,45.0905
6,17,500,4,7,4,9,3,3,9,8,494,42.3614
7,18,500,4,7,4,9,3,3,9,8,490,40.4457
7,19,500,5,7,4,9,3,3,9,8,500,42.6628
7,19,500,5,7,4,9,2,3,9,8,499,38.7102
7,17,500,3,7,4,9,2,3,9,8,499,39.9161
6,16,500,3,7,4,9,2,3,9,8,484,42.863
6,16,500,3,7,4,9,2,3,6,8,492,37.2252
6,16,500,3,7,4,9,2,3,6,8,494,40.9034
6,17,500,4,7,4,9,2,3,6,8,499,37.0737
6,17,500,4,7,4,9,2,3,4,8,486,40.1785
6,17,500,4,7,4,9,2,3,10,8,491,41.6571
6,17,500,4,7,4,9,2,6,10,8,496,38.3521
6,17,500,4,7,4,9,2,6,8,8,488,38.392
6,16,500,3,7,4,9,2,6,8,8,490,35.5663
6,16,500,3,7,4,9,2,6,8,6,500,37.4262
6,16,500,3,7,4,9,2,6,5,6,500,38.9726
6,20,500,7,7,4,9,2,6,5,6,483,33.496
6,20,500,7,7,10,9,2,6,5,6,496,35.6007
6,20,500,7,7,10,9,2,6,5,6,500,39.81
6,18,500,7,5,10,9,2,6,5,6,496,35.5951
6,18,500,7,5,10,7,2,6,5,6,500,37.2858
6,18,500,7,5,10,7,2,2,5,6,500,52.6169
6,18,500,7,5,10,7,2,2,6,6,499,48.5406
6,18,500,7,5,10,7,2,2,7,6,500,50.3997
6,18,500,7,5,10,7,2,2,7,6,500,50.6844
6,18,500,7,5,10,7,2,2,5,6,497,49.4395
6,18,500,7,5,8,7,2,2,5,6,500,48.7193
6,18,500,7,5,8,7,2,2,5,2,498,47.0397
6,18,500,7,5,8,7,2,2,5,2,496,50.6953
3,15,500,7,5,8,7,2,2,5,2,496,45.1751
3,16,500,8,5,8,7,2,2,5,2,489,44.2531
3,16,500,8,5,8,7,2,2,5,2,497,47.7875
3,16,500,8,5,6,7,2,2,5,2,492,46.4312
3,16,500,8,5,6,7,2,2,5,8,500,44.4652
3,16,500,8,5,6,7,7,2,5,8,488,65.7531
3,16,500,8,5,6,7,6,2,5,8,486,63.76
