9,18,500,7,2,1,3,9,3,10,2,359,42.1717
9,18,500,7,2,1,3,9,3,10,2,351,42.1717
9,18,500,7,2,4,3,9,3,10,2,491,93.2848
9,18,500,7,2,4,3,9,3,10,2,472,84.1842
9,18,500,7,2,4,3,7,3,10,2,480,95.8623
9,13,500,2,2,4,3,7,3,10,2,500,90.4693
9,18,500,2,7,4,3,7,3,10,2,498,94.1473
9,18,500,2,7,4,9,7,3,10,2,487,75.51
9,18,500,2,7,4,9,7,3,3,2,442,71.6341
9,18,500,2,7,4,9,7,3,3,2,496,72.5957
9,24,500,8,7,4,9,7,3,3,2,497,70.0576
9,24,500,8,7,4,9,7,3,3,7,492,73.8943
9,24,500,8,7,4,9,7,3,3,6,498,73.3293
9,20,500,4,7,4,9,7,3,3,6,498,78.1273
9,23,500,7,7,4,9,7,3,3,6,498,75.0046
9,23,500,7,7,4,9,7,3,3,6,416,69.9488
9,23,500,7,7,4,9,7,3,2,6,500,68.0752
2,16,500,7,7,4,9,7,3,2,6,462,82.9154
2,16,500,7,7,4,9,2,3,2,6,482,59.2127
2,16,500,7,7,4,9,2,3,2,6,489,59.0737
2,17,500,7,8,4,9,2,3,2,6,495,62.0479
2,17,500,7,8,4,9,2,3,4,6,499,59.1929
3,18,500,7,8,4,9,2,3,4,6,500,68.0455
3,18,500,7,8,4,9,2,9,4,6,500,51.2919
3,18,500,7,8,4,9,2,9,2,6,486,51.4503
3,18,500,7,8,9,9,2,9,2,6,500,54.9896
3,18,500,7,8,9,1,2,9,2,6,489,50.7963
3,20,500,7,10,9,1,2,9,2,6,496,52.2535
3,20,500,7,10,9,1,2,2,2,6,497,76.65
3,20,500,7,10,2,1,2,2,2,6,497,66.013
9,26,500,7,10,2,1,2,2,2,6,500,76.5511
9,26,500,7,10,2,1,2,1,2,6,495,77.1358
9,26,500,7,10,2,1,2,1,2,1,493,74.2609
9,26,500,7,10,2,1,6,1,2,1,500,69.3243
9,26,500,7,10,2,1,6,1,2,6,496,83.5103
9,22,500,7,6,2,1,6,1,2,6,493,75.7082
9,22,500,7,6,2,1,5,1,2,6,495,83.5598
9,22,500,7,6,2,1,5,1,6,6,499,76.5808
9,22,500,7,6,1,1,5,1,6,6,498,59.3711
9,21,500,6,6,1,1,5,1,6,6,487,50.7564
9,21,500,6,6,1,1,5,1,6,6,498,56.2486
9,19,500,4,6,1,1,5,1,6,6,491,53.6414
9,17,500,2,6,1,1,5,1,6,6,495,49.8245
9,17,500,2,6,1,1,5,1,6,3,492,52.9772
9,17,500,2,6,1,1,6,1,6,3,489,48.169
9,22,500,7,6,1,1,6,1,6,3,496,55.2174
9,24,500,9,6,1,1,6,1,6,3,499,51.4307
9,24,500,9,6,1,3,6,1,6,3,443,42.1618
10,25,500,9,6,1,3,6,1,6,3,306,42.2312
