5,15,500,2,8,6,4,7,4,8,10,491,58.9957
5,15,500,2,8,6,4,7,4,8,10,473,58.1576
5,15,500,2,8,9,4,7,4,8,10,302,74.5063
5,15,500,2,8,2,4,7,4,8,10,499,29.0321
10,20,500,2,8,2,4,7,4,8,10,496,27.6991
10,20,500,2,8,2,4,7,10,8,10,498,25.4987
10,20,500,2,8,2,8,7,10,8,10,495,24.098
10,20,500,2,8,2,8,7,10,8,1,491,23.1415
10,20,500,2,8,2,7,7,10,8,1,488,23.7247
10,20,500,2,8,2,7,7,10,8,4,497,23.7737
10,20,500,2,8,2,7,7,10,8,4,499,24.0383
10,20,500,2,8,2,7,7,1,8,4,480,23.7198
10,20,500,2,8,2,7,7,1,8,2,498,24.4794
10,20,500,2,8,2,7,7,2,8,2,489,23.612
10,20,500,2,8,2,7,7,6,8,2,482,23.6757
10,20,500,2,8,2,7,1,6,8,2,497,24.2589
10,20,500,2,8,2,7,1,6,8,2,492,23.0435
10,20,500,2,8,2,7,1,10,8,2,497,22.573
5,15,500,2,8,2,7,1,10,8,2,473,22.1516
8,18,500,2,8,2,7,1,10,8,2,500,23.1317
8,18,500,2,8,2,7,1,2,8,2,487,24.4696
8,18,500,2,8,2,2,1,2,8,2,496,30.7923
8,18,500,2,8,2,10,1,2,8,2,487,23.3972
8,18,500,2,8,2,10,1,2,8,10,500,22.4955
8,16,500,2,6,2,10,1,2,8,10,492,22.5926
8,16,500,2,6,2,2,1,2,8,10,500,30.1789
8,16,500,2,6,2,2,1,7,8,10,494,26.719
4,12,500,2,6,2,2,1,7,8,10,477,23.8227
4,12,500,2,6,2,2,1,7,8,10,499,24.7541
4,12,500,2,6,2,2,1,7,8,10,497,26.0534
10,18,500,2,6,2,2,1,7,8,10,498,27.5971
3,11,500,2,6,2,2,1,7,8,10,486,23.2738
3,11,500,2,6,2,2,9,7,8,10,495,39.5492
3,11,500,2,6,2,2,9,7,8,10,500,33.6733
3,7,500,2,2,2,2,9,7,8,10,497,32.8751
2,6,500,2,2,2,2,9,7,8,10,456,37.6239
2,6,500,2,2,5,2,9,7,8,10,198,68.2132
2,6,500,2,2,5,2,9,7,4,10,430,59.6714
9,13,500,2,2,5,2,9,7,4,10,498,59.1038
9,13,500,2,2,5,2,8,7,4,10,474,53.114
9,20,500,2,9,5,2,8,7,4,10,497,56.6326
9,20,500,2,9,5,5,8,7,4,10,495,43.7096
9,20,500,2,9,5,5,7,7,4,10,489,46.5235
9,21,500,3,9,5,5,7,7,4,10,462,48.2877
9,21,500,3,9,1,5,7,7,4,10,215,22.1173
9,21,500,3,9,1,5,8,7,4,10,212,22.0193
9,21,500,3,9,1,8,8,7,4,10,179,22.0193
9,21,500,3,9,1,8,8,7,4,10,190,22.0193
9,21,500,3,9,1,8,8,3,4,10,199,22.0193
5,17,500,3,9,1,8,8,3,4,10,218,22.0193
5,17,500,3,9,1,8,8,3,2,10,229,22.0193
5,17,500,3,9,1,8,8,3,2,10,187,22.0193
5,17,500,3,9,2,8,8,3,2,10,498,24.548
5,17,500,3,9,2,8,8,3,2,5,443,22.7201
5,13,500,3,5,2,8,8,3,2,5,368,24.9361
5,13,500,3,5,2,8,6,3,2,5,500,26.474
5,13,500,3,5,2,8,6,3,2,5,500,23.759
5,13,500,3,5,2,8,6,2,2,5,498,22.9945
5,13,500,3,5,2,8,6,2,8,5,496,25.0087
5,13,500,3,5,2,8,6,5,8,5,499,24.4549
5,13,500,3,5,2,8,1,5,8,5,496,22.7985
5,13,500,3,5,2,8,1,5,8,5,490,23.1611
5,13,500,3,5,2,2,1,5,8,5,493,24.1225
5,13,500,3,5,2,2,4,5,8,5,499,33.6828
5,13,500,3,5,2,2,4,5,8,10,498,26.7631
5,13,500,3,5,2,2,4,5,8,8,500,34.663
5,13,500,3,5,2,5,4,5,8,8,499,26.4749
5,13,500,3,5,2,5,10,5,8,8,499,27.6256
5,13,500,3,5,2,5,10,5,8,8,500,26.6014
5,13,500,3,5,2,5,10,6,8,8,494,26.3907
5,13,500,3,5,2,5,10,6,1,8,496,26.7435
5,13,500,3,5,2,5,10,6,1,4,500,26.3867
5,13,500,3,5,2,5,2,6,1,4,499,27.1806
5,13,500,3,5,2,5,7,6,1,4,499,26.1309
5,13,500,3,5,2,5,7,6,1,5,494,26.6014
